count,deep,Source,Target,Weight
2813,663,10029040,10030072,64
2814,664,10029040,10029736,43
2815,665,10029040,10029040,0
2816,666,10029112,10029736,39
2817,667,10029208,10029736,33
2818,668,10029736,10029736,0
2819,666,10029544,10030072,33
2820,667,10029544,10029544,0
2821,668,10029928,10030072,9
2822,669,10029760,10030072,19
2823,670,10029784,10030072,18
2824,671,10030072,10030072,0
2825,667,10029688,10029712,1
2826,668,10029640,10029712,4
2827,669,10029640,10029640,0
2828,670,10029712,10029712,0
2829,667,10029856,10029952,6
2830,668,10030120,10029952,-11
2831,669,10029880,10029952,4
2832,670,10029952,10029952,0
2833,664,10030096,10036360,391
2834,665,10030096,10033576,217
2835,666,10030096,10033408,207
2836,667,10030096,10032112,126
2837,668,10030096,10031512,88
2838,669,10030096,10030648,34
2839,670,10030096,10030024,-5
2840,671,10030096,10029616,-30
2841,672,10030096,10029592,-32
2842,673,10029592,10029592,0
2843,673,10029616,10029616,0
2844,673,10029976,10030024,3
2845,674,10030000,10030024,1
2846,675,10030024,10030024,0
2847,673,10030048,10030648,37
2848,674,10030048,10030432,24
2849,675,10030048,10030408,22
2850,676,10030048,10029424,-39
2851,677,10029400,10029424,1
2852,678,10029424,10029424,0
2853,677,10030912,10030408,-32
2854,678,10030168,10030408,15
2855,679,10030168,10030192,1
2856,680,10030528,10030192,-21
2857,681,10030528,10030528,0
2858,682,10030480,10030192,-18
2859,683,10030192,10030192,0
2860,681,10030408,10030408,0
2861,679,10030552,10030432,-8
2862,680,10030552,10030360,-12
2863,681,10030552,10030768,13
2864,682,10030264,10030768,31
2865,683,10030768,10030768,0
2866,682,10030600,10030360,-15
2867,683,10030384,10030360,-2
2868,684,10030792,10030360,-27
2869,685,10030720,10030360,-23
2870,686,10030816,10030360,-29
2871,687,10030288,10030360,4
2872,688,10030360,10030360,0
2873,682,10030888,10030432,-29
2874,683,10030432,10030432,0
2875,681,10030336,10030648,19
2876,682,10030336,10030744,25
2877,683,10030456,10030744,18
2878,684,10030504,10030744,15
2879,685,10030576,10030744,10
2880,686,10030624,10030744,7
2881,687,10030744,10030744,0
2882,680,10031080,10031512,27
2883,681,10031200,10031512,19
2884,682,10031200,10031296,6
2885,683,10031464,10031296,-11
2886,684,10031272,10031296,1
2887,685,10031296,10031296,0
2888,683,10031632,10031512,-8
2889,684,10031320,10031512,12
2890,685,10031008,10031512,31
2891,686,10031368,10031512,9
2892,687,10031512,10031512,0
2893,681,10031032,10032112,67
2894,682,10031032,10031896,54
2895,683,10031104,10031896,49
2896,684,10031104,10031488,24
2897,685,10031104,10031056,-3
2898,686,10031176,10031056,-8
2899,687,10031056,10031056,0
2900,686,10031656,10031488,-11
2901,687,10031656,10031440,-14
2902,688,10031440,10031440,0
2903,688,10030936,10031488,34
2904,689,10031248,10031488,15
2905,690,10031392,10031488,6
2906,691,10031392,10031128,-17
2907,692,10031416,10031128,-18
2908,693,10031416,10030984,-27
2909,694,10030984,10030984,0
2910,694,10031128,10031128,0
2911,693,10031488,10031488,0
2912,689,10031560,10031896,21
2913,690,10031560,10031704,9
2914,691,10031224,10031704,30
2915,692,10031872,10031704,-11
2916,693,10031704,10031704,0
2917,691,10032040,10031896,-9
2918,692,10032040,10032040,0
2919,689,10031968,10032112,9
2920,690,10031968,10032088,7
2921,691,10031968,10032232,16
2922,692,10031992,10032232,15
2923,693,10032232,10032232,0
2924,692,10032160,10032088,-5
2925,693,10032088,10032088,0
2926,689,10031728,10033408,105
2927,690,10031728,10033936,138
2928,691,10031728,10033288,97
2929,692,10031728,10031776,3
2930,693,10032448,10031776,-42
2931,694,10032448,10032448,0
2932,695,10031752,10031776,1
2933,696,10031776,10031776,0
2934,694,10032016,10033288,79
2935,695,10032016,10032256,15
2936,696,10032016,10032016,0
2937,697,10032184,10032256,4
2938,698,10032208,10032256,3
2939,699,10032256,10032256,0
2940,697,10032328,10033288,60
2941,698,10032328,10033264,58
2942,699,10032328,10033240,57
2943,700,10032328,10032616,18
2944,701,10032328,10032928,37
2945,702,10032304,10032928,39
2946,703,10032304,10032352,3
2947,704,10032352,10032352,0
2948,704,10032400,10032928,33
2949,705,10032400,10033192,49
2950,706,10032424,10033192,48
2951,707,10032424,10032424,0
2952,708,10033192,10033192,0
2953,707,10032952,10032928,-2
2954,708,10032568,10032928,22
2955,709,10032568,10033216,40
2956,710,10033216,10033216,0
2957,710,10032832,10032928,6
2958,711,10032976,10032928,-3
2959,712,10032976,10033000,1
2960,713,10032976,10032976,0
2961,713,10032928,10032928,0
2962,707,10032520,10032616,6
2963,708,10032904,10032616,-18
2964,709,10032472,10032616,9
2965,710,10032472,10032592,7
2966,711,10032472,10033024,34
2967,712,10033024,10033024,0
2968,712,10033096,10032592,-32
2969,713,10032592,10032592,0
2970,712,10033120,10032616,-32
2971,713,10032616,10032616,0
2972,709,10033144,10033240,6
2973,710,10033144,10032664,-30
2974,711,10033144,10032640,-32
2975,712,10033168,10032640,-33
2976,713,10032640,10032640,0
2977,711,10032760,10033240,30
2978,712,10032712,10033240,33
2979,713,10032736,10033240,31
2980,714,10033792,10033240,-35
2981,715,10033240,10033240,0
2982,710,10033864,10033264,-38
2983,711,10033864,10033816,-3
2984,712,10033960,10033816,-9
2985,713,10033984,10033816,-11
2986,714,10033816,10033816,0
2987,710,10033288,10033288,0
2988,708,10033936,10033936,0
2989,708,10033696,10033408,-18
2990,709,10033528,10033408,-8
2991,710,10033528,10033528,0
2992,711,10033312,10033408,6
2993,712,10033408,10033408,0
2994,708,10033360,10033576,13
2995,709,10033360,10033480,7
2996,710,10033360,10033432,4
2997,711,10033912,10033432,-30
2998,712,10033888,10033432,-29
2999,713,10033432,10033432,0
3000,711,10033456,10033480,1
3001,712,10033600,10033480,-8
3002,713,10033480,10033480,0
3003,711,10033576,10033576,0
3004,710,10033648,10036360,169
3005,711,10033648,10035040,87
3006,712,10033672,10035040,85
3007,713,10033672,10034512,52
3008,714,10033672,10034320,40
3009,715,10034584,10034320,-17
3010,716,10034080,10034320,15
3011,717,10034080,10034080,0
3012,718,10034272,10034320,3
3013,719,10034320,10034320,0
3014,716,10034728,10034512,-14
3015,717,10034440,10034512,4
3016,718,10034200,10034512,19
3017,719,10034344,10034512,10
3018,720,10034608,10034512,-6
3019,721,10034680,10034512,-11
3020,722,10034512,10034512,0
3021,716,10034056,10035040,61
3022,717,10034056,10034104,3
3023,718,10034056,10034704,40
3024,719,10034008,10034704,43
3025,720,10034656,10034704,3
3026,721,10034704,10034704,0
3027,719,10034032,10034104,4
3028,720,10034104,10034104,0
3029,719,10034128,10035040,57
3030,720,10034128,10034152,1
3031,721,10034488,10034152,-21
3032,722,10034152,10034152,0
3033,721,10034368,10035040,42
3034,722,10034368,10034824,28
3035,723,10034536,10034824,18
3036,724,10034224,10034824,37
3037,725,10034224,10034464,15
3038,726,10034464,10034464,0
3039,726,10034416,10034824,25
3040,727,10035256,10034824,-27
3041,728,10035328,10034824,-32
3042,729,10034824,10034824,0
3043,724,10035184,10035040,-9
3044,725,10034992,10035040,3
3045,726,10035040,10035040,0
3046,720,10034848,10036360,94
3047,721,10034848,10036240,87
3048,722,10034848,10035136,18
3049,723,10034848,10035064,13
3050,724,10035208,10035064,-9
3051,725,10035016,10035064,3
3052,726,10035496,10035064,-27
3053,727,10035496,10035088,-26
3054,728,10035448,10035088,-23
3055,729,10035088,10035088,0
3056,724,10035232,10035136,-6
3057,725,10035232,10034896,-21
3058,726,10035400,10034896,-32
3059,727,10035376,10034896,-30
3060,728,10034896,10034896,0
3061,726,10035472,10035136,-21
3062,727,10035136,10035136,0
3063,725,10034944,10036240,81
3064,726,10034944,10035808,54
3065,727,10035424,10035808,24
3066,728,10034968,10035808,52
3067,729,10035520,10035808,18
3068,730,10035520,10034800,-45
3069,731,10034776,10034800,1
3070,732,10035352,10034800,-35
3071,733,10034800,10034800,0
3072,731,10035808,10035808,0
3073,728,10035952,10036240,18
3074,729,10035952,10035760,-12
3075,730,10036096,10035760,-21
3076,731,10035760,10035760,0
3077,730,10036240,10036240,0
3078,728,10035880,10036360,30
3079,729,10035880,10035976,6
3080,730,10035928,10035976,3
3081,731,10035928,10035904,-2
3082,732,10035832,10035904,4
3083,733,10035784,10035904,7
3084,734,10035904,10035904,0
3085,730,10036000,10036360,22
3086,731,10036000,10036024,1
3087,732,10036264,10036024,-15
3088,733,10036024,10036024,0
3089,732,10035688,10036360,42
3090,733,10035688,10035568,-8
3091,734,10035688,10035712,1
3092,735,10036216,10035712,-32
3093,736,10035712,10035712,0
3094,735,10036072,10035568,-32
3095,736,10036072,10036288,13
3096,737,10036288,10036288,0
3097,737,10036144,10035568,-36
3098,738,10036168,10035568,-38
3099,739,10036168,10035592,-36
3100,740,10035592,10035592,0
3101,740,10035544,10035568,1
3102,741,10035568,10035568,0
3103,737,10037056,10036360,-44
3104,738,10037056,10036648,-26
3105,739,10037056,10036312,-47
3106,740,10036312,10036312,0
3107,740,10036840,10036648,-12
3108,741,10036648,10036648,0
3109,740,10036360,10036360,0
3110,731,10036384,10049184,800
3111,732,10036384,10016776,-1226
3112,733,10036384,10006768,-1851
3113,734,10036384,10005304,-1943
3114,735,10036696,10005304,-1962
3115,736,10036696,10036792,6
3116,737,10036696,10037008,19
3117,738,10036696,10036408,-18
3118,739,10036408,10036408,0
3119,739,10036984,10037008,1
3120,740,10036744,10037008,16
3121,741,10036528,10037008,30
3122,742,10036528,10036528,0
3123,743,10036864,10037008,9
3124,744,10036960,10037008,3
3125,745,10036432,10037008,36
3126,746,10036504,10037008,31
3127,747,10037008,10037008,0
3128,740,10036576,10036792,13
3129,741,10036456,10036792,21
3130,742,10036480,10036792,19
3131,743,10036600,10036792,12
3132,744,10036720,10036792,4
3133,745,10036768,10036792,1
3134,746,10036792,10036792,0
3135,740,10036816,10005304,-1970
3136,741,10036816,10037128,19
3137,742,10037272,10037128,-9
3138,743,10037128,10037128,0
3139,742,10037296,10005304,-2000
3140,743,10037296,10005040,-2016
3141,744,10037296,10037224,-5
3142,745,10037200,10037224,1
3143,746,10037224,10037224,0
3144,745,10037368,10005040,-2021
3145,746,10037368,10037320,-3
3146,747,10037248,10037320,4
3147,748,10037104,10037320,13
3148,749,10037320,10037320,0
3149,747,10037152,10005040,-2007
3150,748,10004920,10005040,7
3151,749,10004920,10004968,3
3152,750,10004968,10004968,0
3153,750,10004944,10005040,6
3154,751,10005040,10005040,0
3155,747,10005328,10005304,-2
3156,748,10005328,10005568,15
3157,749,10005328,10005136,-12
3158,750,10005232,10005136,-6
3159,751,10004824,10005136,19
3160,752,10005136,10005136,0
3161,750,10005208,10005568,22
3162,751,10004848,10005568,45
3163,752,10005544,10005568,1
3164,753,10005568,10005568,0
3165,750,10005256,10005304,3
3166,751,10005280,10005304,1
3167,752,10005304,10005304,0
3168,746,10004992,10006768,111
3169,747,10004872,10006768,118
3170,748,10004872,10005904,64
3171,749,10004872,10005112,15
3172,750,10005088,10005112,1
3173,751,10005184,10005112,-5
3174,752,10005016,10005112,6
3175,753,10005112,10005112,0
3176,750,10005376,10005904,33
3177,751,10005376,10005688,19
3178,752,10005376,10005736,22
3179,753,10005376,10005400,1
3180,754,10005400,10005400,0
3181,754,10005448,10005736,18
3182,755,10004896,10005736,52
3183,756,10005976,10005736,-15
3184,757,10005736,10005736,0
3185,754,10006336,10005688,-41
3186,755,10006000,10005688,-20
3187,756,10006000,10005640,-23
3188,757,10005592,10005640,3
3189,758,10005640,10005640,0
3190,757,10005856,10005688,-11
3191,758,10005808,10005688,-8
3192,759,10005688,10005688,0
3193,755,10006048,10005904,-9
3194,756,10006072,10005904,-11
3195,757,10006072,10005760,-20
3196,758,10006216,10005760,-29
3197,759,10005760,10005760,0
3198,758,10005904,10005904,0
3199,755,10006288,10006768,30
3200,756,10006288,10006240,-3
3201,757,10006120,10006240,7
3202,758,10006312,10006240,-5
3203,759,10006312,10005712,-38
3204,760,10005712,10005712,0
3205,760,10005832,10006240,25
3206,761,10005832,10005832,0
3207,762,10005928,10006240,19
3208,763,10005952,10006240,18
3209,764,10006168,10006240,4
3210,765,10006192,10006240,3
3211,766,10006240,10006240,0
3212,759,10006960,10006768,-12
3213,760,10006408,10006768,22
3214,761,10006768,10006768,0
3215,756,10006816,10016776,622
3216,757,10006816,10011064,265
3217,758,10006816,10010128,207
3218,759,10006816,10007944,70
3219,760,10006816,10007656,52
3220,761,10006816,10007080,16
3221,762,10006936,10007080,9
3222,763,10006840,10007080,15
3223,764,10006456,10007080,39
3224,765,10006432,10007080,40
3225,766,10006984,10007080,6
3226,767,10007080,10007080,0
3227,762,10007008,10007656,40
3228,763,10007008,10006480,-33
3229,764,10006744,10006480,-17
3230,765,10006744,10006528,-14
3231,766,10006720,10006528,-12
3232,767,10006528,10006528,0
3233,766,10006648,10006480,-11
3234,767,10006552,10006480,-5
3235,768,10006792,10006480,-20
3236,769,10006792,10006792,0
3237,770,10006384,10006480,6
3238,771,10006864,10006480,-24
3239,772,10007032,10006480,-35
3240,773,10006480,10006480,0
3241,766,10007056,10007656,37
3242,767,10006576,10007656,67
3243,768,10006576,10006624,3
3244,769,10006576,10006888,19
3245,770,10006888,10006888,0
3246,770,10006624,10006624,0
3247,770,10007272,10007656,24
3248,771,10007584,10007656,4
3249,772,10007416,10007656,15
3250,773,10007656,10007656,0
3251,767,10007296,10007944,40
3252,768,10007296,10007608,19
3253,769,10007728,10007608,-8
3254,770,10007728,10007800,4
3255,771,10007152,10007800,40
3256,772,10007800,10007800,0
3257,769,10007392,10007944,34
3258,770,10007392,10007776,24
3259,771,10007392,10007488,6
3260,772,10007128,10007488,22
3261,773,10007488,10007488,0
3262,772,10007776,10007776,0
3263,772,10007440,10007944,31
3264,773,10007440,10007440,0
3265,774,10007824,10007944,7
3266,775,10007824,10007752,-5
3267,776,10007752,10007752,0
3268,776,10007464,10007944,30
3269,777,10007464,10007320,-9
3270,778,10007512,10007320,-12
3271,779,10007512,10007848,21
3272,780,10007512,10007512,0
3273,781,10007368,10007848,30
3274,782,10007368,10007368,0
3275,781,10007320,10007320,0
3276,780,10007248,10007944,43
3277,781,10007344,10007944,37
3278,782,10008400,10007944,-29
3279,783,10008472,10007944,-33
3280,784,10007944,10007944,0
3281,775,10008520,10010128,100
3282,776,10008520,10008496,-2
3283,777,10008520,10008568,3
3284,778,10008544,10008568,1
3285,779,10008640,10008568,-5
3286,780,10008640,10008640,0
3287,778,10008448,10008496,3
3288,779,10008496,10008496,0
3289,778,10007920,10010128,138
3290,779,10007920,10009264,84
3291,780,10008040,10009264,76
3292,781,10008040,10008016,-2
3293,782,10008040,10008184,9
3294,783,10008184,10008184,0
3295,783,10008616,10008016,-38
3296,784,10008328,10008016,-20
3297,785,10008328,10008328,0
3298,786,10008256,10008016,-15
3299,787,10007992,10008016,1
3300,788,10008016,10008016,0
3301,784,10008088,10009264,73
3302,785,10008088,10008976,55
3303,786,10008088,10008136,3
3304,787,10008304,10008136,-11
3305,788,10008304,10008160,-9
3306,789,10008304,10008304,0
3307,790,10008160,10008160,0
3308,788,10008352,10008976,39
3309,789,10008232,10008976,46
3310,790,10008280,10008976,43
3311,791,10009336,10008976,-23
3312,792,10008976,10008976,0
3313,788,10009048,10009264,13
3314,789,10009072,10009264,12
3315,790,10009072,10009072,0
3316,791,10009264,10009264,0
3317,787,10009000,10010128,70
3318,788,10009000,10009384,24
3319,789,10009360,10009384,1
3320,790,10009360,10008832,-33
3321,791,10009024,10008832,-12
3322,792,10008880,10008832,-3
3323,793,10008832,10008832,0
3324,791,10008808,10009384,36
3325,792,10009384,10009384,0
3326,790,10009120,10010128,63
3327,791,10008952,10010128,73
3328,792,10008952,10009144,12
3329,793,10009192,10009144,-3
3330,794,10009096,10009144,3
3331,795,10008856,10009144,18
3332,796,10009144,10009144,0
3333,793,10008904,10010128,76
3334,794,10008904,10008688,-14
3335,795,10008736,10008688,-3
3336,796,10008736,10008664,-5
3337,797,10008664,10008664,0
3338,797,10009240,10008688,-35
3339,798,10008688,10008688,0
3340,796,10008760,10010128,85
3341,797,10008760,10008760,0
3342,798,10010128,10010128,0
3343,791,10009816,10011064,78
3344,792,10009816,10009648,-11
3345,793,10009720,10009648,-5
3346,794,10009720,10009768,3
3347,795,10009672,10009768,6
3348,796,10009768,10009768,0
3349,795,10009528,10009648,7
3350,796,10009528,10009624,6
3351,797,10009528,10009576,3
3352,798,10009696,10009576,-8
3353,799,10009696,10009696,0
3354,800,10009912,10009576,-21
3355,801,10009936,10009576,-23
3356,802,10009576,10009576,0
3357,799,10009600,10009624,1
3358,800,10009552,10009624,4
3359,801,10009624,10009624,0
3360,799,10009648,10009648,0
3361,797,10009864,10011064,75
3362,798,10009864,10010920,66
3363,799,10009864,10010944,67
3364,800,10009864,10010200,21
3365,801,10009864,10010032,10
3366,802,10009480,10010032,34
3367,803,10009480,10010008,33
3368,804,10009960,10010008,3
3369,805,10009960,10009888,-5
3370,806,10009888,10009888,0
3371,806,10010008,10010008,0
3372,805,10009456,10010032,36
3373,806,10010032,10010032,0
3374,804,10010080,10010200,7
3375,805,10010200,10010200,0
3376,804,10010440,10010944,31
3377,805,10010440,10010440,0
3378,806,10010560,10010944,24
3379,807,10010944,10010944,0
3380,805,10010872,10010920,3
3381,806,10010872,10010872,0
3382,807,10010416,10010920,31
3383,808,10010824,10010920,6
3384,809,10010728,10010920,12
3385,810,10010848,10010920,4
3386,811,10010848,10010848,0
3387,812,10010392,10010920,33
3388,813,10010896,10010920,1
3389,814,10010920,10010920,0
3390,807,10010296,10011064,48
3391,808,10010296,10010584,18
3392,809,10010296,10010512,13
3393,810,10010296,10010344,3
3394,811,10010344,10010344,0
3395,811,10010368,10010512,9
3396,812,10010488,10010512,1
3397,813,10010512,10010512,0
3398,811,10010536,10010584,3
3399,812,10010704,10010584,-8
3400,813,10010584,10010584,0
3401,811,10010776,10011064,18
3402,812,10010776,10011664,55
3403,813,10010656,10011664,63
3404,814,10010680,10011664,61
3405,815,10011640,10011664,1
3406,816,10011664,10011664,0
3407,813,10011040,10011064,1
3408,814,10011400,10011064,-21
3409,815,10011544,10011064,-30
3410,816,10010992,10011064,4
3411,817,10011064,10011064,0
3412,809,10011208,10016776,348
3413,810,10011208,10015600,274
3414,811,10011208,10012816,100
3415,812,10011208,10011568,22
3416,813,10011208,10011136,-5
3417,814,10011208,10011280,4
3418,815,10011088,10011280,12
3419,816,10011088,10011184,6
3420,817,10011184,10011184,0
3421,817,10011472,10011280,-12
3422,818,10011376,10011280,-6
3423,819,10010968,10011280,19
3424,820,10011280,10011280,0
3425,816,10011352,10011136,-14
3426,817,10011016,10011136,7
3427,818,10011712,10011136,-36
3428,819,10011136,10011136,0
3429,816,10011424,10011568,9
3430,817,10011448,10011568,7
3431,818,10011496,10011568,4
3432,819,10011160,10011568,25
3433,820,10011232,10011568,21
3434,821,10011232,10011232,0
3435,822,10011520,10011568,3
3436,823,10011568,10011568,0
3437,817,10011904,10012816,57
3438,818,10011904,10012600,43
3439,819,10011904,10012456,34
3440,820,10011904,10012480,36
3441,821,10011952,10012480,33
3442,822,10011976,10012480,31
3443,823,10011976,10011976,0
3444,824,10011856,10012480,39
3445,825,10011856,10012120,16
3446,826,10011856,10011856,0
3447,827,10012120,10012120,0
3448,827,10011880,10012480,37
3449,828,10011880,10011880,0
3450,829,10012480,10012480,0
3451,825,10011736,10012456,45
3452,826,10011736,10011808,4
3453,827,10011784,10011808,1
3454,828,10011808,10011808,0
3455,827,10012024,10012456,27
3456,828,10012024,10011832,-12
3457,829,10011832,10011832,0
3458,829,10012240,10012456,13
3459,830,10012240,10012288,3
3460,831,10012288,10012288,0
3461,831,10011928,10012456,33
3462,832,10011928,10012312,24
3463,833,10012048,10012312,16
3464,834,10012072,10012312,15
3465,835,10012312,10012312,0
3466,833,10012336,10012456,7
3467,834,10012456,10012456,0
3468,829,10012384,10012600,13
3469,830,10012384,10013032,40
3470,831,10012408,10013032,39
3471,832,10013248,10013032,-14
3472,833,10013248,10012984,-17
3473,834,10012840,10012984,9
3474,835,10012864,10012984,7
3475,836,10012984,10012984,0
3476,831,10012960,10012600,-23
3477,832,10013104,10012600,-32
3478,833,10012552,10012600,3
3479,834,10012912,10012600,-20
3480,835,10012504,10012600,6
3481,836,10013008,10012600,-26
3482,837,10013080,10012600,-30
3483,838,10013080,10013080,0
3484,839,10012600,10012600,0
3485,831,10013128,10012816,-20
3486,832,10013224,10012816,-26
3487,833,10012816,10012816,0
3488,830,10012936,10015600,166
3489,831,10012936,10015792,178
3490,832,10013176,10015792,163
3491,833,10013176,10014976,112
3492,834,10013176,10013320,9
3493,835,10013176,10012528,-41
3494,836,10012672,10012528,-9
3495,837,10012528,10012528,0
3496,836,10012696,10013320,39
3497,837,10012696,10013848,72
3498,838,10012696,10012624,-5
3499,839,10013200,10012624,-36
3500,840,10012624,10012624,0
3501,839,10012720,10013848,70
3502,840,10012744,10013848,69
3503,841,10012768,10013848,67
3504,842,10013992,10013848,-9
3505,843,10013848,10013848,0
3506,839,10013752,10013320,-27
3507,840,10013272,10013320,3
3508,841,10013368,10013320,-3
3509,842,10013368,10013728,22
3510,843,10013968,10013728,-15
3511,844,10013416,10013728,19
3512,845,10013728,10013728,0
3513,843,10013800,10013320,-30
3514,844,10013296,10013320,1
3515,845,10013440,10013320,-8
3516,846,10013872,10013320,-35
3517,847,10013320,10013320,0
3518,839,10013776,10014976,75
3519,840,10013776,10014736,60
3520,841,10013776,10013584,-12
3521,842,10013776,10013632,-9
3522,843,10013776,10013824,3
3523,844,10013824,10013824,0
3524,844,10013344,10013632,18
3525,845,10013632,10013632,0
3526,844,10013920,10013584,-21
3527,845,10013464,10013584,7
3528,846,10013584,10013584,0
3529,844,10013488,10014736,78
3530,845,10013488,10014664,73
3531,846,10013488,10014616,70
3532,847,10013488,10013608,7
3533,848,10013512,10013608,6
3534,849,10013608,10013608,0
3535,848,10013680,10014616,58
3536,849,10013680,10013704,1
3537,850,10013704,10013704,0
3538,850,10014760,10014616,-9
3539,851,10014760,10014472,-18
3540,852,10014472,10014472,0
3541,852,10014328,10014616,18
3542,853,10014616,10014616,0
3543,850,10014544,10014664,7
3544,851,10014640,10014664,1
3545,852,10014640,10014640,0
3546,853,10014040,10014664,39
3547,854,10014664,10014664,0
3548,851,10014784,10014736,-3
3549,852,10014736,10014736,0
3550,850,10014592,10014976,24
3551,851,10014592,10015240,40
3552,852,10014592,10014160,-27
3553,853,10014592,10014136,-29
3554,854,10014592,10014592,0
3555,855,10014520,10014136,-24
3556,856,10014136,10014136,0
3557,855,10014352,10014160,-12
3558,856,10014568,10014160,-26
3559,857,10014160,10014160,0
3560,855,10014208,10015240,64
3561,856,10014400,10015240,52
3562,857,10014256,10015240,61
3563,858,10014304,10015240,58
3564,859,10014376,10015240,54
3565,860,10014424,10015240,51
3566,861,10014448,10015240,49
3567,862,10015024,10015240,13
3568,863,10015024,10015288,16
3569,864,10015072,10015288,13
3570,865,10015288,10015288,0
3571,864,10015240,10015240,0
3572,856,10015528,10014976,-35
3573,857,10015528,10015432,-6
3574,858,10015480,10015432,-3
3575,859,10015480,10015120,-23
3576,860,10015120,10015120,0
3577,860,10015192,10015432,15
3578,861,10015216,10015432,13
3579,862,10015432,10015432,0
3580,859,10014928,10014976,3
3581,860,10015144,10014976,-11
3582,861,10015504,10014976,-33
3583,862,10015168,10014976,-12
3584,863,10015264,10014976,-18
3585,864,10014976,10014976,0
3586,856,10014952,10015792,52
3587,857,10014952,10014808,-9
3588,858,10015552,10014808,-47
3589,859,10014808,10014808,0
3590,858,10015336,10015792,28
3591,859,10015336,10015720,24
3592,860,10015336,10015000,-21
3593,861,10015336,10014856,-30
3594,862,10015336,10015360,1
3595,863,10015360,10015360,0
3596,863,10014832,10014856,1
3597,864,10014832,10014832,0
3598,863,10015000,10015000,0
3599,863,10016056,10015720,-21
3600,864,10016128,10015720,-26
3601,865,10015624,10015720,6
3602,866,10015720,10015720,0
3603,863,10015792,10015792,0
3604,860,10016080,10015600,-30
3605,861,10016080,10015768,-20
3606,862,10016080,10015960,-8
3607,863,10016080,10016248,10
3608,864,10016080,10016080,0
3609,865,10016008,10016248,15
3610,866,10015816,10016248,27
3611,867,10016296,10016248,-3
3612,868,10016248,10016248,0
3613,865,10015864,10015960,6
3614,866,10015960,10015960,0
3615,865,10016200,10015768,-27
3616,866,10016176,10015768,-26
3617,867,10016176,10015696,-30
3618,868,10015696,10015696,0
3619,868,10016272,10015768,-32
3620,869,10016272,10015744,-33
3621,870,10016104,10015744,-23
3622,871,10016152,10015744,-26
3623,872,10015744,10015744,0
3624,870,10015768,10015768,0
3625,867,10015576,10015600,1
3626,868,10015600,10015600,0
3627,865,10016872,10016776,-6
3628,866,10016872,10016632,-15
3629,867,10016608,10016632,1
3630,868,10016608,10017040,27
3631,869,10016608,10016752,9
3632,870,10016536,10016752,13
3633,871,10016752,10016752,0
3634,870,10016560,10017040,30
3635,871,10016560,10016416,-9
3636,872,10016416,10016416,0
3637,870,10016728,10016632,-6
3638,871,10016632,10016632,0
3639,869,10016680,10016776,6
3640,870,10016704,10016776,4
3641,871,10016440,10016776,21
3642,872,10016776,10016776,0
3643,866,10016824,10049184,2022
3644,867,10016824,10044528,1731
3645,868,10016824,10017544,45
3646,869,10016824,10016344,-30
3647,870,10016824,10016848,1
3648,871,10016848,10016848,0
3649,871,10017016,10016344,-42
3650,872,10017016,10016800,-14
3651,873,10016512,10016800,18
3652,874,10016464,10016800,21
3653,875,10016800,10016800,0
3654,873,10016920,10016344,-36
3655,874,10016944,10016344,-38
3656,875,10016968,10016344,-39
3657,876,10016392,10016344,-3
3658,877,10016992,10016344,-41
3659,878,10016344,10016344,0
3660,872,10017424,10017544,7
3661,873,10017424,10017640,13
3662,874,10017856,10017640,-14
3663,875,10017112,10017640,33
3664,876,10017112,10017112,0
3665,877,10017640,10017640,0
3666,875,10017136,10017544,25
3667,876,10017160,10017544,24
3668,877,10017160,10017160,0
3669,878,10017184,10017544,22
3670,879,10017184,10017208,1
3671,880,10017496,10017208,-18
3672,881,10017208,10017208,0
3673,880,10017784,10017544,-15
3674,881,10017544,10017544,0
3675,876,10017736,10044528,1674
3676,877,10017736,10018960,76
3677,878,10017736,10018240,31
3678,879,10017736,10017832,6
3679,880,10017664,10017832,10
3680,881,10017664,10017760,6
3681,882,10017760,10017760,0
3682,882,10017304,10017832,33
3683,883,10017808,10017832,1
3684,884,10017832,10017832,0
3685,881,10017256,10018240,61
3686,882,10017280,10018240,60
3687,883,10017280,10017400,7
3688,884,10017400,10017400,0
3689,884,10017568,10018240,42
3690,885,10017592,10018240,40
3691,886,10017592,10018408,51
3692,887,10017592,10017688,6
3693,888,10017688,10017688,0
3694,888,10018384,10018408,1
3695,889,10018024,10018408,24
3696,890,10018144,10018408,16
3697,891,10018408,10018408,0
3698,888,10018240,10018240,0
3699,884,10018576,10018960,24
3700,885,10018576,10018360,-14
3701,886,10018576,10018312,-17
3702,887,10018264,10018312,3
3703,888,10017952,10018312,22
3704,889,10018312,10018312,0
3705,887,10017904,10018360,28
3706,888,10017904,10018048,9
3707,889,10017976,10018048,4
3708,890,10018048,10018048,0
3709,889,10018000,10018360,22
3710,890,10018000,10018288,18
3711,891,10018000,10018096,6
3712,892,10018096,10018096,0
3713,892,10018432,10018288,-9
3714,893,10018288,10018288,0
3715,892,10018192,10018360,10
3716,893,10018192,10018336,9
3717,894,10018336,10018336,0
3718,890,10018624,10018960,21
3719,891,10018072,10018960,55
3720,892,10018072,10018984,57
3721,893,10018528,10018984,28
3722,894,10018528,10019344,51
3723,895,10018528,10018504,-2
3724,896,10018480,10018504,1
3725,897,10018504,10018504,0
3726,896,10019344,10019344,0
3727,896,10018648,10018984,21
3728,897,10018864,10018984,7
